longitude,latitude,IPaddress
50.1155,8.6842,51.195.42.226
47.3167,5.0167,51.178.86.137
40.4993,-74.3990,198.98.51.151
40.4993,-74.3990,198.98.51.151
21.3069,-157.8583,141.239.148.100
52.3740,4.8897,45.153.160.138
52.3740,4.8897,45.153.160.132
52.3740,4.8897,45.153.160.131
52.3740,4.8897,45.153.160.140
52.3740,4.8897,45.153.160.139
51.1658,10.4216,185.242.113.224
52.3740,4.8897,45.153.160.133
52.3740,4.8897,45.153.160.135
52.3740,4.8897,45.153.160.136
52.6958,6.1944,45.153.160.134
52.3740,4.8897,45.153.160.137
49.6117,6.1300,104.244.77.53
49.7856,6.0683,104.244.73.46
49.6117,6.1300,104.244.75.33
49.6117,6.1300,107.189.10.143
49.6117,6.1300,104.244.74.211
49.6117,6.1300,104.244.72.168
49.6117,6.1300,104.244.74.211
49.6117,6.1300,104.244.72.168
59.3294,18.0687,213.164.204.89
49.6117,6.1300,104.244.73.85
59.3294,18.0687,213.164.204.90
49.6117,6.1300,104.244.77.101
49.6117,6.1300,104.244.77.101
59.3294,18.0687,79.136.1.46
52.3740,4.8897,185.56.80.65
33.7490,-84.3880,45.61.51.147
40.7143,-74.0060,198.98.61.131
40.3357,-75.9269,198.98.48.175
40.7143,-74.0060,198.98.62.120
50.1155,8.6842,51.195.103.74
59.3294,18.0687,213.164.204.38
47.0056,28.8575,178.17.174.68
42.4154,-71.1564,72.93.243.211
47.4984,19.0404,91.219.237.22
49.0172,10.7435,87.118.110.27
44.4323,26.1063,185.247.224.14
36.1750,-115.1372,205.185.127.35
36.1750,-115.1372,205.185.127.35
64.1355,-21.8954,185.112.144.119
50.4547,30.5238,193.218.118.116
52.5650,13.7281,185.220.101.24
52.5650,13.7281,185.220.101.24
49.2803,11.4628,185.220.101.217
49.2803,11.4628,185.220.101.207
48.2085,16.3721,62.178.138.46
49.6117,6.1300,107.189.11.80
34.5361,-117.2912,185.196.2.251
36.1750,-115.1372,209.141.56.96
36.1750,-115.1372,205.185.120.173
36.1750,-115.1372,209.141.41.225
49.6117,6.1300,104.244.72.152
33.5871,-84.5424,172.98.193.62
42.3584,-71.0598,204.8.156.142
49.6117,6.1300,107.189.10.119
39.0437,-77.4875,51.81.34.149
39.0437,-77.4875,51.81.34.149
49.6117,6.1300,104.244.78.18
49.6117,6.1300,104.244.76.189
49.6117,6.1300,104.244.74.235
49.6117,6.1300,104.244.77.122
49.6117,6.1300,104.244.77.122
49.6117,6.1300,104.244.79.187
49.6117,6.1300,107.189.10.154
49.6117,6.1300,104.244.72.36
49.6117,6.1300,104.244.72.36
49.6117,6.1300,104.244.72.248
49.6117,6.1300,107.189.11.207
49.6117,6.1300,104.244.75.80
50.1155,8.6842,135.125.137.236
49.6117,6.1300,104.244.79.196
49.6117,6.1300,104.244.79.196
51.2217,6.7762,37.157.253.35
59.3294,18.0687,213.164.204.94
59.3294,18.0687,213.164.204.160
41.7354,-70.1939,208.68.4.129
49.6117,6.1300,104.244.73.131
48.8534,2.3488,37.187.196.70
52.3740,4.8897,45.153.160.2
52.3740,4.8897,192.42.116.27
52.3740,4.8897,192.42.116.19
52.3740,4.8897,192.42.116.22
52.3740,4.8897,192.42.116.20
52.3740,4.8897,192.42.116.15
52.3740,4.8897,192.42.116.25
52.3740,4.8897,192.42.116.28
52.3740,4.8897,192.42.116.26
52.3740,4.8897,192.42.116.13
52.3740,4.8897,192.42.116.23
52.3740,4.8897,192.42.116.17
52.3740,4.8897,192.42.116.24
52.3740,4.8897,192.42.116.14
52.3740,4.8897,192.42.116.18
49.6117,6.1300,104.244.74.55
59.3294,18.0687,213.164.204.152
59.3294,18.0687,213.164.204.116
59.3294,18.0687,213.164.204.165
49.6117,6.1300,107.189.31.181
37.5176,-121.9287,216.218.134.12
33.7860,-84.3514,199.184.215.11
36.1750,-115.1372,205.185.123.19
40.5187,-78.3947,24.3.111.215
59.3294,18.0687,213.164.204.171
52.0767,4.2986,185.248.160.21
36.1750,-115.1372,209.141.40.46
49.6117,6.1300,104.244.77.95
50.4547,30.5238,193.218.118.167
50.4547,30.5238,193.218.118.62
47.6062,-122.3321,107.174.244.102
64.1355,-21.8954,185.112.146.85
36.1750,-115.1372,209.141.59.180
50.4547,30.5238,193.218.118.183
59.9127,10.7461,185.101.35.79
59.9127,10.7461,91.149.225.120
51.0509,13.7383,157.90.38.9
36.1750,-115.1372,209.141.42.35
44.9797,-0.3815,176.152.45.213
-33.8678,151.2073,139.99.170.231
45.5088,-73.5878,209.127.17.242
44.4323,26.1063,185.10.68.75
49.6117,6.1300,107.189.30.230
49.6117,6.1300,107.189.31.102
36.1750,-115.1372,205.185.120.206
29.7633,-95.3633,144.172.118.4
48.8534,2.3488,51.15.235.211
50.4547,30.5238,193.218.118.231
39.0437,-77.4875,135.148.32.170
44.4323,26.1063,185.100.87.202
39.0437,-77.4875,135.148.32.170
32.7831,-96.8067,199.249.230.101
32.7831,-96.8067,199.249.230.119
32.7831,-96.8067,199.249.230.169
32.7831,-96.8067,199.249.230.186
32.7831,-96.8067,199.249.230.77
32.7831,-96.8067,199.249.230.182
32.7831,-96.8067,199.249.230.173
32.7831,-96.8067,199.249.230.165
32.7831,-96.8067,199.249.230.176
32.7831,-96.8067,199.249.230.117
32.7831,-96.8067,199.249.230.122
32.7831,-96.8067,199.249.230.171
32.7831,-96.8067,199.249.230.179
32.7831,-96.8067,199.249.230.111
32.7831,-96.8067,199.249.230.103
32.7831,-96.8067,199.249.230.113
32.7831,-96.8067,199.249.230.188
32.7831,-96.8067,199.249.230.180
32.7831,-96.8067,199.249.230.167
32.7831,-96.8067,199.249.230.107
32.7831,-96.8067,199.249.230.184
32.7831,-96.8067,199.249.230.105
32.7831,-96.8067,199.249.230.120
47.0056,28.8575,176.123.3.222
59.3294,18.0687,193.189.100.203
59.3294,18.0687,193.189.100.204
59.3294,18.0687,193.189.100.206
32.7831,-96.8067,199.249.230.109
56.1365,40.3966,91.221.57.179
59.3294,18.0687,193.189.100.205
41.8713,-87.6277,172.81.131.110
49.6117,6.1300,104.244.72.180
49.6117,6.1300,107.189.10.51
49.6117,6.1300,104.244.79.121
44.4323,26.1063,185.10.68.22
44.8404,-0.5805,185.233.100.23
41.8713,-87.6277,172.81.131.111
52.0767,4.2986,185.248.160.65
50.1980,14.5199,46.167.244.6
52.1984,8.5864,193.31.24.154
40.7143,-74.0060,198.98.57.207
40.7143,-74.0060,198.98.57.207
32.7831,-96.8067,198.73.50.66
42.6000,23.0333,91.148.147.214
48.8534,2.3488,51.15.197.24
36.1750,-115.1372,209.141.55.26
36.1750,-115.1372,209.141.41.214
1.3215,103.6957,128.199.213.157
37.5660,126.9784,210.114.1.172
49.1859,-0.3591,37.187.2.76
44.4323,26.1063,185.100.87.250
64.1476,-21.9383,82.221.139.190
52.1733,5.2917,185.191.124.143
50.0880,14.4208,194.182.73.224
34.0522,-118.2437,198.251.80.157
36.1750,-115.1372,205.185.127.217
62.2415,25.7209,185.67.82.114
35.6895,139.6917,172.107.201.134
40.8223,-74.4569,45.79.177.21
59.3294,18.0687,213.164.205.168
49.6117,6.1300,104.244.72.123
59.3294,18.0687,213.164.205.169
52.9536,-1.1505,82.68.49.227
59.3294,18.0687,213.164.205.167
49.6117,6.1300,104.244.72.91
49.6117,6.1300,107.189.10.63
49.6117,6.1300,107.189.30.22
52.5244,13.4105,195.37.209.9
50.4547,30.5238,193.218.118.101
52.1733,5.2917,185.191.124.153
52.1733,5.2917,185.191.124.151
52.1733,5.2917,185.191.124.150
52.1733,5.2917,185.191.124.151
52.1733,5.2917,185.191.124.143
52.1733,5.2917,185.191.124.150
50.4547,30.5238,45.95.235.86
52.3740,4.8897,198.144.120.234
52.3740,4.8897,198.144.120.177
52.3740,4.8897,198.144.120.177
52.1733,5.2917,185.191.124.153
52.3740,4.8897,198.144.121.93
52.3740,4.8897,198.144.120.234
52.1733,5.2917,185.191.124.152
52.1733,5.2917,185.191.124.152
52.3740,4.8897,198.144.121.93
50.4547,30.5238,193.218.118.147
45.5040,-73.5747,158.69.35.227
50.6942,3.1746,51.210.80.127
40.8223,-74.4569,66.175.208.248
42.6975,23.3241,79.124.60.174
44.4323,26.1063,185.100.87.129
52.3740,4.8897,45.151.167.11
44.4323,26.1063,185.10.68.65
9.9333,-84.0833,190.10.8.166
40.7143,-74.0060,198.98.57.230
-33.8678,151.2073,139.99.239.135
1.2897,103.8501,51.79.204.46
13.2257,77.5750,167.71.224.186
1.3215,103.6957,143.198.208.126
19.0728,72.8826,192.46.212.198
1.2897,103.8501,172.104.179.146
54.6892,25.2798,141.98.10.59
51.5085,-0.1257,185.104.120.10
40.7143,-74.0060,199.195.249.82
48.8534,2.3488,46.226.107.215
